session_id;participant_id;timestamp_utc;player_turn;event_type;attacker_id;object_id;time_start_ms;time_end_ms;value;success;notes;looking_at_card
"6";"unknown";"2026-08-31T13:04:48.8358050Z";"1";"LookedAtObject";"0";"3";0;62.5770641723356;;;;"0"
"6";"unknown";"2026-08-31T13:04:51.3048910Z";"1";"LookedAtObject";"0";"2";65.0397474914966;65.0397474914966;;;;"3"
"6";"unknown";"2026-08-31T13:04:52.7704420Z";"1";"LookedAtObject";"0";"3";65.0397474914966;66.511767481576;;;;"3"
"6";"unknown";"2026-08-31T13:04:53.3567470Z";"1";"LookedAtObject";"0";"2";66.511767481576;67.0943066043084;;;;"2"
"6";"unknown";"2026-08-31T13:04:53.5265250Z";"1";"LookedAtObject";"0";"-2";67.2609195365646;67.2609195365646;;;;"2"
"6";"unknown";"2026-08-31T13:05:02.2073020Z";"1";"LookedAtObject";"0";"2";67.2609195365646;75.7931327026644;;;;"2"
"6";"unknown";"2026-08-31T13:05:02.8095800Z";"1";"LookedAtObject";"0";"-3";76.388947973356;76.388947973356;;;;"2"
"6";"unknown";"2026-08-31T13:05:03.0939950Z";"1";"LookedAtObject";"0";"2";76.6762084183673;76.6762084183673;;;;"1"
"6";"unknown";"2026-08-31T13:05:03.9497100Z";"1";"LookedAtObject";"0";"1";76.6762084183673;77.5380406887755;;;;"1"
"6";"unknown";"2026-08-31T13:05:07.9087630Z";"1";"LookedAtObject";"0";"2";81.4932984835601;81.4932984835601;;;;"1"
"6";"unknown";"2026-08-31T13:05:08.8161740Z";"1";"LookedAtObject";"0";"1";81.4932984835601;82.4038225340136;;;;"1"
"6";"unknown";"2026-08-31T13:05:09.3303880Z";"1";"LookedAtObject";"0";"2";82.4038225340136;82.9164659155329;;;;"2"
"6";"unknown";"2026-08-31T13:05:10.8754580Z";"1";"LookedAtObject";"0";"-3";84.4557242488662;84.4557242488662;;;;"3"
"6";"unknown";"2026-08-31T13:05:11.5761060Z";"1";"PlayerTurn";"0";"0";56.3639660643424;85.1479527494331;;;"0";"3"
"6";"unknown";"2026-08-31T13:05:11.5780120Z";"1";"DmgFromAttack";"1";"-3";;;30;;"-";"3"
"6";"unknown";"2026-08-31T13:05:11.5788900Z";"1";"EffectedUnit";"0";"-3";;;0;;"STUN";"3"
"6";"unknown";"2026-08-31T13:05:11.5797080Z";"1";"DmgFromAttack";"1";"-2";;;30;;"-";"3"
"6";"unknown";"2026-08-31T13:05:11.5803060Z";"1";"EffectedUnit";"0";"-2";;;0;;"STUN";"3"
"6";"unknown";"2026-08-31T13:05:11.5808500Z";"1";"DmgFromAttack";"1";"-1";;;30;;"-";"3"
"6";"unknown";"2026-08-31T13:05:11.5814200Z";"1";"EffectedUnit";"0";"-1";;;0;;"STUN";"3"
"6";"unknown";"2026-08-31T13:05:12.4072460Z";"2";"LookedAtObject";"0";"3";84.4557242488662;85.9962210671769;;;;"3"
"6";"unknown";"2026-08-31T13:05:18.7855510Z";"2";"PlayerTurn";"0";"0";85.1479527494331;92.3614092545351;;;"1";"2"
"6";"unknown";"2026-08-31T13:05:18.7875350Z";"2";"DmgFromAttack";"-1";"1";;;22;;"-";"2"
"6";"unknown";"2026-08-31T13:05:18.7881300Z";"2";"EffectedUnit";"0";"1";;;0;;"STUN";"2"
"6";"unknown";"2026-08-31T13:05:18.7886610Z";"2";"DmgFromAttack";"-1";"2";;;22;;"-";"2"
"6";"unknown";"2026-08-31T13:05:18.7892790Z";"2";"EffectedUnit";"0";"2";;;0;;"STUN";"2"
"6";"unknown";"2026-08-31T13:05:18.7897800Z";"2";"DmgFromAttack";"-1";"3";;;22;;"-";"2"
