session_id;participant_id;timestamp_utc;player_turn;event_type;attacker_id;object_id;time_start_ms;time_end_ms;value;success;notes;looking_at_card
"6";"unknown";"2026-08-31T13:05:18.7903410Z";"2";"EffectedUnit";"0";"3";;;0;;"STUN";"2"
"6";"unknown";"2026-08-31T13:05:29.0451480Z";"1";"PlayerTurn";"0";"0";92.3614092545351;102.621736054422;;;"2";"2"
"6";"unknown";"2026-08-31T13:05:29.0467610Z";"1";"DmgFromEffectTick";"0";"-3";;;0;;"-";"2"
"6";"unknown";"2026-08-31T13:05:29.0473680Z";"1";"DmgFromAttack";"2";"-3";;;37;;"-";"2"
"6";"unknown";"2026-08-31T13:05:29.0479740Z";"1";"DmgFromEffectTick";"0";"-2";;;0;;"-";"2"
"6";"unknown";"2026-08-31T13:05:29.0485640Z";"1";"DmgFromAttack";"2";"-2";;;37;;"-";"2"
"6";"unknown";"2026-08-31T13:05:29.0491070Z";"1";"KilledUnitWithAttack";"2";"-2";;;37;;"-";"2"
"6";"unknown";"2026-08-31T13:05:29.0561760Z";"1";"DmgFromEffectTick";"0";"-1";;;0;;"-";"2"
"6";"unknown";"2026-08-31T13:05:29.0569960Z";"1";"DmgFromAttack";"2";"-1";;;37;;"-";"2"
"6";"unknown";"2026-08-31T13:05:37.4358440Z";"2";"LookedAtObject";"0";"2";85.9962210671769;111.021296371882;;;;"2"
"6";"unknown";"2026-08-31T13:05:37.6460320Z";"2";"PlayerTurn";"0";"0";102.621736054422;111.225029152494;;;"3";"-3"
"6";"unknown";"2026-08-31T13:05:37.6476290Z";"2";"DmgFromEffectTick";"0";"1";;;0;;"-";"-3"
"6";"unknown";"2026-08-31T13:05:37.6481920Z";"2";"DmgFromAttack";"-3";"1";;;30;;"-";"-3"
"6";"unknown";"2026-08-31T13:05:37.6486940Z";"2";"DmgFromEffectTick";"0";"2";;;0;;"-";"-3"
"6";"unknown";"2026-08-31T13:05:37.6493550Z";"2";"DmgFromAttack";"-3";"2";;;30;;"-";"-3"
"6";"unknown";"2026-08-31T13:05:37.6498950Z";"2";"KilledUnitWithAttack";"-3";"2";;;30;;"-";"-3"
"6";"unknown";"2026-08-31T13:05:37.6504720Z";"2";"DmgFromEffectTick";"0";"3";;;0;;"-";"-3"
"6";"unknown";"2026-08-31T13:05:37.6510000Z";"2";"DmgFromAttack";"-3";"3";;;30;;"-";"-3"
"6";"unknown";"2026-08-31T13:05:41.4178020Z";"1";"LookedAtObject";"0";"-3";115.000532390873;115.000532390873;;;;"3"
"6";"unknown";"2026-08-31T13:05:43.3758080Z";"1";"LookedAtObject";"0";"3";115.000532390873;116.964799617347;;;;"3"
"6";"unknown";"2026-08-31T13:05:44.3284910Z";"1";"LookedAtObject";"0";"-3";117.772692616213;117.914502423469;;;;"-3"
