session_id;participant_id;timestamp_utc;player_turn;event_type;attacker_id;object_id;time_start_ms;time_end_ms;value;success;notes;looking_at_card
"7";"unknown";"2026-08-31T13:15:54.6859400Z";"1";"LookedAtObject";"0";"8";271.778030902778;271.999527799036;;;;"8"
"7";"unknown";"2026-08-31T13:15:55.2428500Z";"1";"LookedAtObject";"0";"9";272.55677988237;272.55677988237;;;;"8"
"7";"unknown";"2026-08-31T13:15:55.3906590Z";"1";"LookedAtObject";"0";"8";272.55677988237;272.709555938209;;;;"8"
"7";"unknown";"2026-08-31T13:15:56.4360650Z";"1";"LookedAtObject";"0";"10";273.748503911565;273.748503911565;;;;"8"
"7";"unknown";"2026-08-31T13:15:56.6955880Z";"1";"LookedAtObject";"0";"8";273.748503911565;274.010962266156;;;;"8"
"7";"unknown";"2026-08-31T13:15:57.0623240Z";"1";"LookedAtObject";"0";"9";274.376436734694;274.376436734694;;;;"8"
"7";"unknown";"2026-08-31T13:15:57.2954400Z";"1";"LookedAtObject";"0";"8";274.376436734694;274.611367637472;;;;"8"
"7";"unknown";"2026-08-31T13:15:58.0584510Z";"1";"LookedAtObject";"0";"10";275.371073129252;275.371073129252;;;;"8"
"7";"unknown";"2026-08-31T13:15:58.3200270Z";"1";"LookedAtObject";"0";"8";275.371073129252;275.638276806973;;;;"8"
"7";"unknown";"2026-08-31T13:15:58.7557550Z";"1";"LookedAtObject";"0";"9";276.068747371032;276.068747371032;;;;"8"
"7";"unknown";"2026-08-31T13:15:58.9172950Z";"1";"LookedAtObject";"0";"8";276.068747371032;276.234450304705;;;;"8"
"7";"unknown";"2026-08-31T13:15:59.3632990Z";"1";"LookedAtObject";"0";"10";276.234450304705;276.67763774093;;;;"10"
"7";"unknown";"2026-08-31T13:17:56.0309740Z";"1";"LookedAtObject";"0";"10";393.222632369614;393.346570096372;;;;"10"
"7";"unknown";"2026-08-31T13:17:56.4338000Z";"1";"LookedAtObject";"0";"8";393.443405314626;393.751624092971;;;;"8"
"7";"unknown";"2026-08-31T13:17:56.8050390Z";"1";"LookedAtObject";"0";"9";394.118073554422;394.118073554422;;;;"8"
"7";"unknown";"2026-08-31T13:17:57.3191020Z";"1";"LookedAtObject";"0";"8";394.118073554422;394.637091213152;;;;"8"
"7";"unknown";"2026-08-31T13:17:57.5575480Z";"1";"LookedAtObject";"0";"10";394.637091213152;394.871743367347;;;;"10"
"7";"unknown";"2026-08-31T13:23:10.6784360Z";"1";"LookedAtObject";"0";"10";707.991997378118;707.991997378118;;;;"8"
"7";"unknown";"2026-08-31T13:23:11.3820300Z";"1";"LookedAtObject";"0";"8";707.991997378118;708.699689788832;;;;"8"
"7";"unknown";"2026-08-31T13:23:11.7325680Z";"1";"LookedAtObject";"0";"9";709.045350970805;709.045350970805;;;;"8"
"7";"unknown";"2026-08-31T13:23:11.9380170Z";"1";"LookedAtObject";"0";"8";709.045350970805;709.255749376417;;;;"8"
"7";"unknown";"2026-08-31T13:23:12.6034450Z";"1";"LookedAtObject";"0";"10";709.91817272534;709.91817272534;;;;"8"
"7";"unknown";"2026-08-31T13:23:12.8382300Z";"1";"LookedAtObject";"0";"8";709.91817272534;710.154311288265;;;;"8"
"7";"unknown";"2026-08-31T13:23:13.1756600Z";"1";"LookedAtObject";"0";"9";710.490674652778;710.490674652778;;;;"8"
"7";"unknown";"2026-08-31T13:23:13.3063090Z";"1";"LookedAtObject";"0";"8";710.490674652778;710.623840447846;;;;"8"
"7";"unknown";"2026-08-31T13:23:13.3555570Z";"1";"LookedAtObject";"0";"10";710.623840447846;710.670981391723;;;;"10"
"7";"unknown";"2026-08-31T13:26:29.9319290Z";"1";"LookedAtObject";"0";"10";907.066773767007;907.243714831349;;;;"10"
"7";"unknown";"2026-08-31T13:26:30.3756870Z";"1";"LookedAtObject";"0";"10";907.686177111678;907.686177111678;;;;"8"
"7";"unknown";"2026-08-31T13:26:30.5532960Z";"1";"LookedAtObject";"0";"8";907.686177111678;907.872850049603;;;;"8"
"7";"unknown";"2026-08-31T13:26:30.8933450Z";"1";"LookedAtObject";"0";"10";908.2047419572;908.2047419572;;;;"8"
"7";"unknown";"2026-08-31T13:26:31.0960570Z";"1";"LookedAtObject";"0";"8";908.2047419572;908.412526403061;;;;"8"
"7";"unknown";"2026-08-31T13:26:31.2795470Z";"1";"LookedAtObject";"0";"10";908.593534183673;908.593534183673;;;;"8"
"7";"unknown";"2026-08-31T13:26:31.3905260Z";"1";"LookedAtObject";"0";"8";908.593534183673;908.705004138322;;;;"8"
"7";"unknown";"2026-08-31T13:26:31.5443150Z";"1";"LookedAtObject";"0";"10";908.705004138322;908.858295769558;;;;"10"
"7";"unknown";"2026-08-31T13:37:05.9432470Z";"1";"LookedAtObject";"0";"10";1543.25693792517;1543.25693792517;;;;"8"
"7";"unknown";"2026-08-31T13:37:06.7719760Z";"1";"LookedAtObject";"0";"8";1543.25693792517;1544.08906050879;;;;"8"
