session_id;participant_id;timestamp_utc;player_turn;event_type;attacker_id;object_id;time_start_ms;time_end_ms;value;success;notes;looking_at_card
"7";"unknown";"2026-08-31T13:11:56.5174890Z";"1";"LookedAtObject";"0";"8";0;33.8305583404195;;;;"0"
"7";"unknown";"2026-08-31T13:11:56.9375080Z";"1";"LookedAtObject";"0";"10";33.8305583404195;34.2508127621882;;;;"10"
"7";"unknown";"2026-08-31T13:11:57.1761580Z";"1";"LookedAtObject";"0";"10";34.3467012046485;34.4910295564059;;;;"10"
"7";"unknown";"2026-08-31T13:14:14.7130190Z";"1";"LookedAtObject";"0";"10";172.025481016156;172.025481016156;;;;"8"
"7";"unknown";"2026-08-31T13:14:15.5701090Z";"1";"LookedAtObject";"0";"8";172.025481016156;172.885654953231;;;;"8"
"7";"unknown";"2026-08-31T13:14:16.1978040Z";"1";"LookedAtObject";"0";"10";173.507081682256;173.507081682256;;;;"8"
"7";"unknown";"2026-08-31T13:14:16.4432370Z";"1";"LookedAtObject";"0";"8";173.507081682256;173.761222696995;;;;"8"
"7";"unknown";"2026-08-31T13:14:16.8244570Z";"1";"LookedAtObject";"0";"9";174.138397945011;174.138397945011;;;;"8"
"7";"unknown";"2026-08-31T13:14:17.0430470Z";"1";"LookedAtObject";"0";"8";174.138397945011;174.360679946145;;;;"8"
"7";"unknown";"2026-08-31T13:14:17.3794080Z";"1";"LookedAtObject";"0";"10";174.690984771825;174.690984771825;;;;"8"
"7";"unknown";"2026-08-31T13:14:17.8331660Z";"1";"LookedAtObject";"0";"8";174.690984771825;175.151318877551;;;;"8"
"7";"unknown";"2026-08-31T13:14:17.9930790Z";"1";"LookedAtObject";"0";"9";175.301003635204;175.301003635204;;;;"8"
"7";"unknown";"2026-08-31T13:14:18.5319370Z";"1";"LookedAtObject";"0";"8";175.301003635204;175.846107645975;;;;"8"
"7";"unknown";"2026-08-31T13:14:19.1166310Z";"1";"LookedAtObject";"0";"10";176.429341241497;176.429341241497;;;;"8"
"7";"unknown";"2026-08-31T13:14:19.4749740Z";"1";"LookedAtObject";"0";"8";176.429341241497;176.79310700822;;;;"8"
"7";"unknown";"2026-08-31T13:14:20.2523240Z";"1";"LookedAtObject";"0";"9";177.565644380669;177.565644380669;;;;"8"
"7";"unknown";"2026-08-31T13:14:21.2218960Z";"1";"LookedAtObject";"0";"8";177.565644380669;178.541044373583;;;;"8"
"7";"unknown";"2026-08-31T13:14:22.3164710Z";"1";"LookedAtObject";"0";"9";179.632436670918;179.632436670918;;;;"8"
"7";"unknown";"2026-08-31T13:14:23.5669000Z";"1";"LookedAtObject";"0";"8";179.632436670918;180.88427533305;;;;"8"
"7";"unknown";"2026-08-31T13:14:24.5566390Z";"1";"LookedAtObject";"0";"9";181.872329910714;181.872329910714;;;;"8"
"7";"unknown";"2026-08-31T13:14:24.9300290Z";"1";"LookedAtObject";"0";"8";181.872329910714;182.247928805272;;;;"8"
"7";"unknown";"2026-08-31T13:14:25.6167750Z";"1";"LookedAtObject";"0";"10";182.928879811508;182.928879811508;;;;"8"
"7";"unknown";"2026-08-31T13:14:25.9403190Z";"1";"LookedAtObject";"0";"8";182.928879811508;183.258014788832;;;;"8"
"7";"unknown";"2026-08-31T13:14:27.7983890Z";"1";"LookedAtObject";"0";"9";185.113627423469;185.113627423469;;;;"8"
"7";"unknown";"2026-08-31T13:14:29.0811300Z";"1";"LookedAtObject";"0";"8";185.113627423469;186.399438803855;;;;"8"
"7";"unknown";"2026-08-31T13:14:29.5108680Z";"1";"LookedAtObject";"0";"10";186.399438803855;186.826668792517;;;;"10"
"7";"unknown";"2026-08-31T13:15:43.8158150Z";"1";"LookedAtObject";"0";"10";261.125144579082;261.125144579082;;;;"8"
"7";"unknown";"2026-08-31T13:15:44.4633100Z";"1";"LookedAtObject";"0";"8";261.125144579082;261.779218183107;;;;"8"
"7";"unknown";"2026-08-31T13:15:45.1042300Z";"1";"LookedAtObject";"0";"9";262.418661897676;262.418661897676;;;;"8"
"7";"unknown";"2026-08-31T13:15:45.3193040Z";"1";"LookedAtObject";"0";"8";262.418661897676;262.637603528912;;;;"8"
"7";"unknown";"2026-08-31T13:15:45.9668980Z";"1";"LookedAtObject";"0";"10";263.279265837585;263.279265837585;;;;"8"
"7";"unknown";"2026-08-31T13:15:46.2811990Z";"1";"LookedAtObject";"0";"8";263.279265837585;263.59772102466;;;;"8"
"7";"unknown";"2026-08-31T13:15:46.9815370Z";"1";"LookedAtObject";"0";"9";264.293075099206;264.293075099206;;;;"8"
"7";"unknown";"2026-08-31T13:15:47.3910530Z";"1";"LookedAtObject";"0";"8";264.293075099206;264.707906760204;;;;"8"
"7";"unknown";"2026-08-31T13:15:48.9518220Z";"1";"LookedAtObject";"0";"10";266.266154464286;266.266154464286;;;;"8"
"7";"unknown";"2026-08-31T13:15:49.3377070Z";"1";"LookedAtObject";"0";"8";266.266154464286;266.655328202948;;;;"8"
"7";"unknown";"2026-08-31T13:15:49.8972980Z";"1";"LookedAtObject";"0";"9";267.211033623866;267.211033623866;;;;"8"
"7";"unknown";"2026-08-31T13:15:50.1689560Z";"1";"LookedAtObject";"0";"8";267.211033623866;267.483883964002;;;;"8"
"7";"unknown";"2026-08-31T13:15:51.5197300Z";"1";"LookedAtObject";"0";"10";268.831404875283;268.831404875283;;;;"8"
"7";"unknown";"2026-08-31T13:15:51.9174980Z";"1";"LookedAtObject";"0";"8";268.831404875283;269.23404299178;;;;"8"
"7";"unknown";"2026-08-31T13:15:52.9660950Z";"1";"LookedAtObject";"0";"10";270.279647470238;270.279647470238;;;;"8"
"7";"unknown";"2026-08-31T13:15:53.6547210Z";"1";"LookedAtObject";"0";"8";270.279647470238;270.971072590703;;;;"8"
"7";"unknown";"2026-08-31T13:15:54.4667810Z";"1";"LookedAtObject";"0";"10";271.778030902778;271.778030902778;;;;"8"
